,concepts,description,related
752,Epigonus atherinoides,"Epigonus is a genus of fish in the family Epigonidae found in the Atlantic, Indian and Pacific Ocean. The genus was erected by Constantine Samuel Rafinesque in 1810.", 
753,Epigonus glossodontus,"Epigonus is a genus of fish in the family Epigonidae found in the Atlantic, Indian and Pacific Ocean. The genus was erected by Constantine Samuel Rafinesque in 1810.", 
754,Epimenia,"Epimenia is a genus of cavibelonian solenogasters, a kind of shell-less, worm-like mollusks. During the development of species in this genus, the sclerites start out as solid tips, then a hollow stalk develops that is subsequently infilled.","Ochromolopis ramapoella, Aplacophora, Largest and heaviest animals, List of mollusc orders"
755,Epimenia sp.,"Epimenia is a genus of cavibelonian solenogasters, a kind of shell-less, worm-like mollusks. During the development of species in this genus, the sclerites start out as solid tips, then a hollow stalk develops that is subsequently infilled.","Ochromolopis ramapoella, Aplacophora, Largest and heaviest animals, List of mollusc orders"
756,Epimeria,Epimeria is a genus of amphipods in the family Epimeriidae. There are more than 80 described species in Epimeria. Epimeriidae is a family of relatively large amphipods found in cold oceans around the world.,"Epimeriidae, Southern Ocean, Wildlife of Antarctica, List of organisms named after works of fiction"
757,Epinephelus labriformis,"Epinephelus labriformis, commonly called starry grouper or flag cabrilla  is a species of marine ray-finned fish, a grouper from the subfamily Epinephelinae which is part of the family Serranidae, which also includes the anthias and sea basses. It is found in the eastern Pacific Ocean.","Epinephelus, Red grouper, Nassau grouper, Atlantic goliath grouper"
758,Epizoanthus stellaris,Epizoanthus is a genus of corals belonging to the family Epizoanthidae. The genus has cosmopolitan distribution. Epizoanthidae is a family of cnidarians. Brachycnemina is a suborder of zoanthids in the order Zoantharia. Genetic analysis has been used to suggest Brachycnemina is a monophyletic group diverging within the paraphyletic Macrocnemina.,"Zoantharia, Epizoanthidae, Elpidia glacialis, List of data deficient invertebrates"
759,Eptatretus,"Eptatretus is a large genus of hagfish. Eptatretus is a large genus of hagfish. Hagfish, of the class Myxini  (also known as Hyperotreti) and order Myxiniformes , are eel-shaped, slime-producing marine fish (occasionally called slime eels). They are the only known living animals that have a skull but no vertebral column, although hagfish do have rudimentary vertebrae.","Pacific hagfish, Hagfish, Inshore hagfish, Eptatretus polytrema"
760,Eptatretus carlhubbsi,"Eptatretus is a large genus of hagfish. Eptatretus is a large genus of hagfish. Eptatretus is a large genus of hagfish. Hagfish, of the class Myxini  (also known as Hyperotreti) and order Myxiniformes , are eel-shaped, slime-producing marine fish (occasionally called slime eels). They are the only known living animals that have a skull but no vertebral column, although hagfish do have rudimentary vertebrae.","List of least concern fishes, List of near threatened fishes"
761,Eptatretus sinus,"Eptatretus is a large genus of hagfish. Eptatretus is a large genus of hagfish. Eptatretus is a large genus of hagfish. Hagfish, of the class Myxini  (also known as Hyperotreti) and order Myxiniformes , are eel-shaped, slime-producing marine fish (occasionally called slime eels). They are the only known living animals that have a skull but no vertebral column, although hagfish do have rudimentary vertebrae.","List of least concern fishes, IUCN Red List critically endangered species (Animalia)"
762,equipment,equipment object, 
763,Erenna,Erenna is a genus of cnidarians belonging to the family Erennidae. The species of this genus are found in Europe and Northern America and Southeast Asia. Physonectae is a suborder of siphonophores. In Japanese it is called 胞泳 (hōei).,"Siphonophorae, Chirostomias, Erennidae, Fluorescence"
764,Erenna cornuta,Erenna is a genus of cnidarians belonging to the family Erennidae. The species of this genus are found in Europe and Northern America and Southeast Asia. Physonectae is a suborder of siphonophores. In Japanese it is called 胞泳 (hōei).,"Siphonophorae, Apolemia, Calycophorae, Deep-sea community"
765,Erenna insidiator,Erenna is a genus of cnidarians belonging to the family Erennidae. The species of this genus are found in Europe and Northern America and Southeast Asia. Physonectae is a suborder of siphonophores. In Japanese it is called 胞泳 (hōei).,"Siphonophorae, Apolemia, Calycophorae, Deep-sea community"
766,Erenna laciniata,Erenna is a genus of cnidarians belonging to the family Erennidae. The species of this genus are found in Europe and Northern America and Southeast Asia. Physonectae is a suborder of siphonophores. In Japanese it is called 胞泳 (hōei).,"Siphonophorae, Apolemia, Calycophorae, Deep-sea community"
767,Erenna richardi,Erenna is a genus of cnidarians belonging to the family Erennidae. The species of this genus are found in Europe and Northern America and Southeast Asia. Physonectae is a suborder of siphonophores. In Japanese it is called 胞泳 (hōei).,"Siphonophorae, Apolemia, Calycophorae, Deep-sea community"
768,Erenna sirena,Erenna is a genus of cnidarians belonging to the family Erennidae. The species of this genus are found in Europe and Northern America and Southeast Asia. Physonectae is a suborder of siphonophores. In Japanese it is called 胞泳 (hōei).,List of invertebrates of California
769,Eretmichthys pinnatus,"Eretmichthys pinnatus is a species of cusk-eel found in the ocean depths from 1,355 to 2,820 metres (4,446 to 9,252 ft) in the Indo-Pacific from Sulawesi and Japan to western coast of Colombia. This species grows to a length of 41 centimetres (16 in) SL.", 
770,Etelis,"Etelis is a genus of marine ray-finned fish belonging to the family Lutjanidae, the snappers. They are mostly native to the Indian and Pacific oceans with one species (E.","Etelis carbunculus, Queen snapper, Red snapper, Lutjanidae"
771,Etelis carbunculus,"Etelis carbunculus, the deep-water red snapper, ruby snapper or longtail snapper, is a species of ray-finned fish, a snapper belonging to the family Lutjanidae. It is found in the Indo-Pacific region.","Etelis, Ruby (color), Etelis boweni, Bentholebouria"
772,Etelis coruscans,"Etelis is a genus of marine ray-finned fish belonging to the family Lutjanidae, the snappers. They are mostly native to the Indian and Pacific oceans with one species (E.","Red snapper, Onaga, Lagenivaginopseudobenedenia, Microcotyle pomatomi"
773,Etelis radiosus,"Etelis is a genus of marine ray-finned fish belonging to the family Lutjanidae, the snappers. They are mostly native to the Indian and Pacific oceans with one species (E.","Lutjanidae, List of fishes of India"
774,Etmopteridae,"The Etmopteridae are a family of sharks in the order Squaliformes, commonly known as lantern sharks. Their name comes from the presence of light-producing photophores on their bodies.","Squaliformes, Etmopterus, Ninja lanternshark, Whitecheek lanternshark"
775,Etmopterus,"Etmopterus is a genus of lantern sharks in the squaliform family Etmopteridae. They are found in deep sea ecosystems of the Atlantic, Indian and Pacific Oceans.","Dwarf lanternshark, Great lanternshark, Velvet belly lanternshark, List of sharks"
776,Eualus,"Eucryphia lucida, the leatherwood, is a species of tree or large shrub endemic to forests of western Tasmania, Australia. An attractive plant used in both horticulture and apiculture, it was promoted by the Tasmanian Branch of the then SGAP as an alternative to the Tasmanian blue gum (Eucalyptus globulus) for Tasmania's floral emblem.","Joseph Paul Gaimard, Cribrinopsis fernaldi, Thoridae, List of crustaceans of Ireland"
777,Eualus macrophthalmus,"Eucryphia lucida, the leatherwood, is a species of tree or large shrub endemic to forests of western Tasmania, Australia. An attractive plant used in both horticulture and apiculture, it was promoted by the Tasmanian Branch of the then SGAP as an alternative to the Tasmanian blue gum (Eucalyptus globulus) for Tasmania's floral emblem.","Joseph Paul Gaimard, Cribrinopsis fernaldi, Thoridae, List of crustaceans of Ireland"
778,Euchirella bitumida,Aetideidae is a family of copepods belonging to the order Calanoida., 
779,Eucryphycus californicus,"The persimmon eelpout (Eucryphycus californicus) is a species of marine ray-finned fish, an eelpout, belonging to the family Zoarcidae. It is the only species in the monospecific genus Eucryphycus. Lycodinae is a subfamily of marine ray-finned fish belonging to the family Zoarcidae, the eelpouts. These eelpouts are found are in all the world's oceans, with a number of species being found off southern South America.","Eelpout, Lycodes, Pachycara, Japonolycodes"
780,Eukrohnia fowleri,"Eukrohnia fowleri is a deep-sea marine arrow worm. It is the only known bioluminescent member of the genus Eukrohnia, and one of the two known species of bioluminescent arrow worms, the other being the distantly related Caecosagitta macrocephala.","Eukrohniidae, Chaetognatha, Caecosagitta"
781,Eulimidae,"Eulimidae is a family of very small parasitic sea snails, marine gastropod mollusks in the superfamily Vanikoroidea.","Goodingia, Eulima incolor, Cryoturris habra, Fusceulima thalassae"
782,Eumedusa,"Bythotiaridae is a family of cnidarians belonging to the order Anthoathecata. Washingtonia filifera, the desert fan palm, California fan palm, or California palm, is a flowering plant in the palm family Arecaceae, native to the far southwestern United States and Baja California, Mexico. Growing to 15–20 m (49–66 ft) tall by 3–6 m (10–20 ft) broad, it is an evergreen monocot with a tree-like growth habit.","Anthoathecata, Filifera, List of marine cnidarians of South Africa"
783,Eumegistus illustris,Eumegistus is a small genus of pomfrets found in the Atlantic and Pacific oceans. Pomfrets are perciform fish belonging to the family Bramidae. The family currently includes 20 species across seven genera.,"Bream, Pampus argenteus, Brama australis, Pampus (fish)"
784,Eumunida,"Eumunida is a genus of squat lobsters. There are 29 recognised species in the genus, the majority of which are from the Pacific Ocean:. Chirostyloidea is an anomuran superfamily with squat lobster-like representatives. It comprises the three families Chirostylidae, Eumunididae and Kiwaidae.","Eumunida chani, Eumunida picta, Chirostyloidea, Uroptychus singularis"
785,Eumunida treguieri,"Eumunida is a genus of squat lobsters. There are 29 recognised species in the genus, the majority of which are from the Pacific Ocean:. Chirostyloidea is an anomuran superfamily with squat lobster-like representatives. It comprises the three families Chirostylidae, Eumunididae and Kiwaidae.","Squat lobster, Anomura, Eumunida picta, Eumunida chani"
